1.2 diagnostic	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
1.2 diagnostic différentiel	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
tact	0	-9.223372036854776E14	2	Le patient doit être questionné sur ses pensées suicidaires, avec tact, dans un climat de confiance ; ce questionnement ne renforçant pas le risque suicidaire.	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.	
tcc	1	-9.223372036854776E14	1	Le soutien psychothérapique propre à la relation de soins est une composante fondamentale du traitement de la dépression et cet accompagnement améliore l adhésion au traitement médicamenteux10 La thérapie de pleine conscience ( mindfulness ) est une TCC indiquée dans la prise en charge de la récidive (ré-currence) d un EDC.	
temps	1	-9.223372036854776E14	2	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	Ceci implique de disposer d un temps suffisant et d un cadre adapté, d où l intérêt de prévoir des consultations dédiées.	
tentative de suicide	1	-9.223372036854776E14	1	Facteurs psychosociaux Antécédents Caractéristiques cliniques   Solitude, isolement, précarité   Sexe masculin   Personne âgée ou jeune âge ( 30 ans)   Perte récente (décès, divorce, métier, situation sociale)   Autres facteurs de stress   Appartenance à une minorité sexuelle   Absence de facteurs protecteurs, manque de soutiens   Certaines professions (cumulant les risques psychosociaux et l accès à des moyens létaux)   Actes impulsifs et ou de violence   Tentative de suicide, d automutilation   Antécédent familial de suicide ou de pathologie mentale   Impulsivité   Dépression sévère   Désespoir, absence de désir de continuer   Douleur psychique   Psychose   Troubles de la personnalité   Anxiété sévère, agitation, attaque de panique   Baisse de l estime de soi   Abus de substances psychoactives, ou sevrage   Maladie somatique invalidante associée, présence de symptômes physiques (douleur chronique, insomnie, limitation fonctionnelle).	
tentatives	0	-9.223372036854776E14	1	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	
tentatives de suicide	1	-9.223372036854776E14	1	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	
terme	0	-9.223372036854776E14	1	Au terme de l évaluation de l épisode dépressif caractérisé, il est recommandé :   d informer le patient sur la nature des troubles dépressifs, les effets bénéfiques du traitement et les effets indésirables éventuels, et, si nécessaire ou utile, d informer l entourage du patient avec son accord ;   d établir avec le patient un projet thérapeutique afin d éviter les abandons de traitement ;   de réévaluer régulièrement le projet thérapeutique, et le réajuster si nécessaire2.2 Suivi et conseils de mode de vie.	
terme de l évaluation	1	-9.223372036854776E14	1	Au terme de l évaluation de l épisode dépressif caractérisé, il est recommandé :   d informer le patient sur la nature des troubles dépressifs, les effets bénéfiques du traitement et les effets indésirables éventuels, et, si nécessaire ou utile, d informer l entourage du patient avec son accord ;   d établir avec le patient un projet thérapeutique afin d éviter les abandons de traitement ;   de réévaluer régulièrement le projet thérapeutique, et le réajuster si nécessaire2.2 Suivi et conseils de mode de vie.	
test	0	-9.223372036854776E14	3	Il est recommandé de réaliser un examen clinique pour rechercher l existence d une maladie associée et d effectuer les tests de laboratoire éventuels selon les indications de cet examen1.3.1 Entretien clinique ► Évaluation de l épisode dépressif caractérisé actuel.	Il est recommandé de faire un test Mini-Mental State Examination (MMSE) pour explorer les capacités cognitives du sujet âgé.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	
test mini-mental	0	-9.223372036854776E14	1	Il est recommandé de faire un test Mini-Mental State Examination (MMSE) pour explorer les capacités cognitives du sujet âgé.	
test mini-mental state	1	-9.223372036854776E14	1	Il est recommandé de faire un test Mini-Mental State Examination (MMSE) pour explorer les capacités cognitives du sujet âgé.	
test mini-mental state examination	1	-9.223372036854776E14	1	Il est recommandé de faire un test Mini-Mental State Examination (MMSE) pour explorer les capacités cognitives du sujet âgé.	
tests	0	-9.223372036854776E14	2	Il est recommandé de réaliser un examen clinique pour rechercher l existence d une maladie associée et d effectuer les tests de laboratoire éventuels selon les indications de cet examen1.3.1 Entretien clinique ► Évaluation de l épisode dépressif caractérisé actuel.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	
tests de laboratoire	1	-9.223372036854776E14	1	Il est recommandé de réaliser un examen clinique pour rechercher l existence d une maladie associée et d effectuer les tests de laboratoire éventuels selon les indications de cet examen1.3.1 Entretien clinique ► Évaluation de l épisode dépressif caractérisé actuel.	
tests de laboratoire éventuels	1	-9.223372036854776E14	1	Il est recommandé de réaliser un examen clinique pour rechercher l existence d une maladie associée et d effectuer les tests de laboratoire éventuels selon les indications de cet examen1.3.1 Entretien clinique ► Évaluation de l épisode dépressif caractérisé actuel.	
